Name,Nation,Team,Position,Age,Playing Time: matches played,Playing Time: starts,Playing Time: minutes,Performance: goals,Performance: assists,Performance: yellow cards,Performance: red cards,Expected: expected goals (xG),Expected: expected Assist Goals (xAG),Progression: PrgC,Progression: PrgP,Progression: PrgR,Per 90 minutes: Gls,Per 90 minutes: Ast,Per 90 minutes: xG,Per 90 minutes: xGA,Performance: goals against per 90mins (GA90),Performance: Save%,Performance: CS%,Penalty Kicks: penalty kicks Save%,Standard: shoots on target percentage (SoT%),Standard: Shoot on Target per 90min (SoT/90),Standard: goals/shot (G/sh),Standard: average shoot distance (Dist),Total: passes completed (Cmp),Total: Pass completion (Cmp%),Total: progressive passing distance (TotDist),Short: Pass completion (Cmp%),Medium: Pass completion (Cmp%),Long: Pass completion (Cmp%),Expected: key passes (KP),Expected: pass into final third (1/3),Expected: pass into penalty area (PPA),Expected: CrsPA,Expected: PrgP,SCA: SCA,SCA: SCA90,GCA: GCA,GCA: GCA90,Tackles: Tkl,Tackles: TklW,Challenges: Att,Challenges: Lost,Blocks: Blocks,Blocks: Sh,Blocks: Pass,Blocks: Int,Touches: Touches,Touches: Def Pen,Touches: Def 3rd,Touches: Mid 3rd,Touches: Att 3rd,Touches: Att Pen,Take-Ons: Att,Take-Ons: Succ%,Take-Ons: Tkld%,Carries: Carries,Carries: ProDist,Carries: ProgC,Carries: 1/3,Carries: CPA,Carries: Mis,Carries: Dis,Receiving: Rec,Receiving: PrgR,Performance: Fls,Performance: Fld,Performance: Off,Performance: Crs,Performance: Recov,Aerial Duels: Won,Aerial Duels: Lost,Aerial Duels: Won%,Cluster
Jack Taylor,IRL,Ipswich Town,MF,26,28,2,685,1,0,3,0,0.7,0.5,11,39,18,0.13,0.0,0.09,0.07,N/a,N/a,N/a,N/a,23.5,0.53,0.06,23.0,273,81.3,1348,86.4,86.5,54.3,5,28,8,1,39,20,2.62,1,0.13,17,8,21,11,9,2,7,7,432,27,123,233,87,8,9,44.4,33.3,210,693,11,9,1,9,6,273,18,14,4,0,6,43,7,6,53.8,0
Jack Stephens,ENG,Southampton,DF,31,16,14,1164,1,0,2,2,0.6,0.2,13,50,2,0.08,0.0,0.04,0.01,N/a,N/a,N/a,N/a,50.0,0.15,0.25,11.0,750,91.9,3639,92.9,94.3,81.3,3,46,5,0,50,12,0.93,0,0.0,31,18,26,11,14,9,5,11,934,106,386,458,94,11,4,0.0,100.0,520,1127,13,11,1,2,3,655,2,12,4,1,1,41,6,8,42.9,0
Jack Hinshelwood,ENG,Brighton,"DF,MF",20,22,20,1676,2,2,5,0,1.5,1.3,16,59,46,0.11,0.11,0.08,0.07,N/a,N/a,N/a,N/a,42.9,0.32,0.14,14.4,799,83.4,2984,91.3,84.3,54.5,15,34,9,2,59,33,1.77,3,0.16,26,18,26,15,8,3,5,14,1099,49,306,507,291,26,9,11.1,77.8,527,1053,16,18,1,16,2,684,46,15,6,0,26,55,19,14,57.6,0
Jack Grealish,ENG,Manchester City,"FW,MF",29,19,7,720,1,1,3,0,1.1,1.8,69,52,118,0.12,0.12,0.14,0.23,N/a,N/a,N/a,N/a,33.3,0.62,0.07,16.3,381,87.6,986,93.2,87.8,69.2,24,23,16,0,52,47,5.87,2,0.25,9,5,5,3,12,2,10,2,519,14,40,162,324,71,29,44.8,31.0,375,1714,69,23,46,10,16,422,118,5,25,0,20,26,1,7,12.5,0
Jack Clarke,ENG,Ipswich Town,"FW,MF",24,28,11,1033,0,4,2,0,1.0,2.0,30,33,47,0.0,0.35,0.09,0.17,N/a,N/a,N/a,N/a,14.3,0.17,0.00,19.4,259,76.0,1057,87.3,84.8,46.4,23,24,6,0,33,39,3.4,5,0.44,28,17,31,15,6,0,6,7,474,22,114,194,180,32,37,56.8,32.4,264,966,30,18,9,20,16,287,47,14,20,3,13,65,7,14,33.3,0
Jake O'Brien,IRL,Everton,DF,23,17,14,1301,2,0,4,0,0.7,0.6,7,41,24,0.14,0.0,0.05,0.04,N/a,N/a,N/a,N/a,60.0,0.21,0.40,11.5,461,77.2,3329,88.5,78.5,63.0,6,37,8,5,41,15,1.04,0,0.0,20,14,22,8,15,4,11,4,745,61,302,313,133,18,10,40.0,50.0,315,648,7,6,2,5,5,386,24,11,4,3,17,50,33,23,58.9,0
Jarell Quansah,ENG,Liverpool,DF,22,11,2,315,0,0,1,0,0.1,0.1,2,12,4,0.0,0.0,0.03,0.02,N/a,N/a,N/a,N/a,0.0,0.0,0.00,8.9,206,90.4,1253,97.4,91.3,65.0,1,18,1,0,12,2,0.57,0,0.0,10,7,7,2,5,5,0,5,272,36,134,113,25,5,2,50.0,50.0,165,483,2,3,1,4,2,190,4,7,1,0,2,9,5,8,38.5,0
Jason Steele,ENG,Brighton,GK,34,2,2,180,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.50,75.0,50.0,N/a,N/a,0.0,N/a,N/a,101,90.2,1556,100.0,96.9,65.4,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,114,107,114,0,0,0,0,N/a,N/a,91,151,0,0,0,0,0,83,0,0,1,0,0,7,1,1,50.0,0
Jean-Clair Todibo,FRA,West Ham,DF,25,23,16,1485,0,0,2,0,0.2,0.0,9,30,6,0.0,0.0,0.01,0.0,N/a,N/a,N/a,N/a,0.0,0.0,0.00,14.6,760,87.9,4726,92.9,94.9,45.3,2,40,1,0,30,5,0.3,0,0.0,36,22,30,7,23,12,11,20,1044,143,585,430,38,9,14,50.0,50.0,599,1335,9,5,0,9,8,714,6,10,5,0,2,62,23,23,50.0,0
Julio Enciso,PAR,Ipswich Town,"FW,MF",21,10,9,620,1,3,3,0,1.2,1.2,13,23,30,0.15,0.44,0.17,0.18,N/a,N/a,N/a,N/a,35.0,1.02,0.05,22.8,134,70.2,687,75.9,76.4,50.0,9,13,7,1,23,21,3.05,3,0.44,11,8,9,5,2,0,2,1,295,3,40,151,114,12,41,51.2,43.9,148,530,13,14,4,15,24,192,30,7,12,0,11,33,7,16,30.4,0
Julian Araujo,MEX,Bournemouth,DF,23,9,5,362,0,0,1,0,0.0,0.0,3,14,18,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,0.0,N/a,N/a,143,79.0,767,89.5,84.4,40.9,0,15,1,0,14,4,0.99,0,0.0,7,3,10,6,3,0,3,4,216,15,71,105,45,2,0,N/a,N/a,96,195,3,1,0,4,2,114,18,4,1,0,5,26,2,6,25.0,0
João Félix,POR,Chelsea,"FW,MF",25,12,3,369,1,1,2,0,2.2,1.0,21,26,30,0.24,0.24,0.54,0.23,N/a,N/a,N/a,N/a,25.0,1.22,0.05,15.9,171,85.9,663,90.5,91.2,66.7,6,22,8,0,26,18,4.38,3,0.73,8,3,9,4,2,0,2,3,272,2,26,128,125,30,31,32.3,45.2,193,712,21,13,5,6,4,218,30,6,17,1,0,22,4,5,44.4,0
Jota Silva,POR,Nott'ham Forest,"FW,MF",25,27,5,828,3,1,5,0,1.9,2.9,19,16,54,0.33,0.11,0.2,0.31,N/a,N/a,N/a,N/a,33.3,0.76,0.14,14.9,113,61.1,445,77.1,59.6,42.9,14,4,9,3,16,29,3.15,3,0.33,24,13,25,20,9,1,8,12,338,19,81,95,173,44,32,31.3,43.8,166,569,19,11,8,24,11,193,54,24,22,7,19,42,21,27,43.8,0
José Sá,POR,Wolves,GK,32,26,26,2340,0,0,2,0,0.0,0.1,0,2,0,0.0,0.0,0.0,0.01,1.69,62.3,26.9,33.3,N/a,0.0,N/a,N/a,513,63.3,9284,99.0,97.3,30.6,2,17,1,0,2,4,0.15,0,0.0,2,2,2,0,0,0,0,0,868,688,860,9,0,0,6,100.0,0.0,536,2059,0,0,0,1,0,425,0,4,8,0,0,29,8,0,100.0,0
Joshua Zirkzee,NED,Manchester Utd,"FW,MF",23,32,14,1402,3,1,2,0,4.8,1.5,14,44,69,0.19,0.06,0.31,0.1,N/a,N/a,N/a,N/a,39.3,0.71,0.11,13.1,292,71.2,901,78.1,74.4,50.0,12,26,6,0,44,31,1.99,3,0.19,14,8,10,5,15,4,11,6,587,16,71,303,219,56,35,31.4,68.6,327,523,14,21,4,41,30,418,69,9,13,3,4,57,21,54,28.0,0
Joshua Acheampong,ENG,Chelsea,DF,18,4,2,170,0,0,1,0,0.2,0.0,0,8,0,0.0,0.0,0.12,0.0,N/a,N/a,N/a,N/a,0.0,0.0,0.00,8.9,104,83.9,705,90.6,92.6,55.0,0,6,0,0,8,2,1.06,0,0.0,2,1,2,0,1,0,1,1,137,7,48,81,8,3,2,50.0,0.0,106,409,0,2,0,2,0,111,0,0,1,0,0,7,1,6,14.3,0
Jorginho,ITA,Arsenal,MF,33,14,9,703,0,0,5,0,0.1,0.4,12,48,6,0.0,0.0,0.01,0.05,N/a,N/a,N/a,N/a,0.0,0.0,0.00,23.2,410,86.7,1591,91.5,88.4,58.3,3,44,10,0,48,12,1.55,0,0.0,12,4,20,12,3,0,3,7,519,9,92,303,130,3,4,25.0,50.0,302,874,12,13,0,10,9,388,6,15,17,0,1,54,1,6,14.3,0
Jorge Cuenca,ESP,Fulham,DF,25,6,3,259,0,0,0,0,0.0,0.0,0,9,0,0.0,0.0,0.01,0.0,N/a,N/a,N/a,N/a,0.0,0.0,0.00,13.1,102,83.6,637,89.5,88.2,42.9,0,7,0,0,9,1,0.35,0,0.0,2,2,5,3,3,3,0,2,152,23,88,59,6,1,2,100.0,0.0,65,116,0,1,0,1,0,92,0,2,2,0,1,9,6,3,66.7,0
Jordan Pickford,ENG,Everton,GK,31,34,34,3060,0,1,7,0,0.0,0.4,0,0,0,0.0,0.03,0.0,0.01,1.21,71.5,29.4,100.0,N/a,0.0,N/a,N/a,939,66.2,22401,99.3,98.3,46.5,2,66,8,0,0,12,0.35,2,0.06,1,0,2,1,0,0,0,1,1518,989,1451,68,0,0,0,N/a,N/a,861,3099,0,0,0,2,0,756,0,0,6,0,0,31,4,1,80.0,0
Jordan Ayew,GHA,Crystal Palace,"FW,MF",33,1,0,21,0,0,1,0,0.5,0.0,0,0,1,0.0,0.0,1.96,0.21,N/a,N/a,N/a,N/a,0.0,0.0,0.00,5.5,8,80.0,4,100.0,66.7,100.0,1,0,0,0,0,1,4.29,0,0.0,1,0,0,0,0,0,0,0,12,0,0,7,5,1,0,N/a,N/a,6,12,0,0,0,0,1,9,1,1,0,0,1,1,1,1,50.0,0
Jonny Evans,NIR,Manchester Utd,DF,37,6,3,290,0,0,1,0,0.1,0.0,1,8,2,0.0,0.0,0.03,0.0,N/a,N/a,N/a,N/a,0.0,0.0,0.00,8.4,174,88.8,784,94.3,90.0,50.0,0,9,1,0,8,2,0.62,0,0.0,7,5,4,2,2,1,1,4,223,30,125,91,11,2,1,100.0,0.0,128,183,1,0,0,1,0,137,2,5,6,0,0,15,8,3,72.7,0
John Stones,ENG,Manchester City,"DF,MF",30,11,6,548,2,0,1,0,0.4,0.1,10,21,2,0.33,0.0,0.07,0.01,N/a,N/a,N/a,N/a,100.0,0.33,1.00,5.1,367,91.1,1601,94.4,92.5,77.5,2,42,0,0,21,8,1.31,2,0.33,6,2,5,0,5,3,2,4,442,40,142,234,68,4,2,100.0,0.0,292,1183,10,14,0,2,0,333,2,2,2,0,0,22,8,6,57.1,0
Joe Willock,ENG,Newcastle Utd,"MF,FW",25,29,10,953,0,2,2,0,1.4,1.9,34,35,76,0.0,0.19,0.14,0.18,N/a,N/a,N/a,N/a,18.8,0.28,0.00,15.7,262,81.9,797,88.6,86.0,42.1,21,23,8,0,35,41,3.88,4,0.38,25,15,28,10,22,5,17,6,471,12,70,198,211,47,31,35.5,45.2,281,887,34,23,12,32,23,327,76,20,12,3,15,35,5,13,27.8,0
Joe Lumley,ENG,Southampton,GK,30,3,3,270,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,2.33,65.0,0.0,N/a,N/a,0.0,N/a,N/a,106,70.2,1476,95.5,91.3,35.6,0,2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,164,116,161,3,0,0,0,N/a,N/a,103,296,0,0,0,0,0,108,0,0,0,0,0,2,2,1,66.7,0
Joe Gomez,ENG,Liverpool,DF,27,9,6,519,0,0,1,0,0.3,0.1,5,35,2,0.0,0.0,0.06,0.02,N/a,N/a,N/a,N/a,66.7,0.35,0.00,11.9,377,88.7,2299,91.2,93.6,61.9,2,29,0,0,35,5,0.87,1,0.17,13,10,16,5,9,6,3,7,481,54,183,264,37,5,0,N/a,N/a,303,947,5,2,1,1,2,335,2,2,3,0,2,34,9,4,69.2,0
Joachim Andersen,DEN,Crystal Palace,DF,28,1,1,90,0,0,1,0,0.0,0.0,1,4,1,0.0,0.0,0.04,0.0,N/a,N/a,N/a,N/a,100.0,1.0,0.00,25.2,61,73.5,526,90.5,83.8,42.9,0,9,1,0,4,1,1.0,0,0.0,1,1,2,1,0,0,0,0,93,14,38,50,5,0,0,N/a,N/a,49,103,1,1,0,0,1,67,1,2,0,0,1,7,2,0,100.0,0
Jesper Lindstrøm,DEN,Everton,FW,25,25,15,1239,0,1,2,0,2.1,2.0,30,25,81,0.0,0.07,0.15,0.15,N/a,N/a,N/a,N/a,35.7,0.73,0.00,21.0,297,69.4,1335,86.2,65.7,44.6,19,18,12,7,25,46,3.35,1,0.07,45,25,55,36,15,3,12,12,625,22,127,206,303,40,43,18.6,72.1,302,780,30,19,7,31,24,347,81,15,10,1,71,70,6,12,33.3,0
Jeffrey Schlupp,GHA,Crystal Palace,"MF,DF",32,12,0,103,0,0,0,0,0.2,0.2,4,5,9,0.0,0.0,0.14,0.14,N/a,N/a,N/a,N/a,50.0,1.75,0.00,17.7,39,78.0,144,84.2,78.3,50.0,3,4,2,0,5,7,6.06,0,0.0,2,0,3,3,6,0,6,0,79,2,9,31,41,6,1,100.0,0.0,30,67,4,1,1,7,0,41,9,1,0,0,4,6,3,4,42.9,0
Justin Devenny,NIR,Crystal Palace,MF,21,20,4,429,1,0,1,0,0.7,0.4,4,16,12,0.21,0.0,0.14,0.09,N/a,N/a,N/a,N/a,50.0,0.84,0.13,21.2,120,70.6,518,80.5,69.0,38.1,6,15,4,1,16,11,2.3,0,0.0,14,9,14,7,3,0,3,0,232,7,42,115,80,7,4,50.0,50.0,109,274,4,5,1,16,2,140,12,7,0,1,17,21,2,13,13.3,0
Issa Diop,FRA,Fulham,DF,28,21,15,1339,0,0,2,0,0.5,0.1,6,25,3,0.0,0.0,0.04,0.01,N/a,N/a,N/a,N/a,40.0,0.13,0.00,10.7,663,87.5,4179,92.5,92.9,52.9,3,43,1,0,25,6,0.4,0,0.0,26,12,18,5,10,7,3,9,903,125,498,381,26,13,2,50.0,50.0,533,1216,6,2,0,9,2,617,3,10,4,0,1,45,20,12,62.5,0
Micky van de Ven,NED,Tottenham,DF,24,12,11,950,0,2,4,0,0.6,1.2,8,51,1,0.0,0.19,0.05,0.11,N/a,N/a,N/a,N/a,33.3,0.19,0.00,11.1,706,91.0,4092,91.7,96.5,62.5,2,50,1,0,51,11,1.04,2,0.19,10,6,14,6,9,6,3,10,862,101,442,393,36,9,8,50.0,50.0,599,1388,8,10,1,5,4,629,1,10,8,0,0,61,19,18,51.4,0
Mikey Moore,ENG,Tottenham,"FW,MF",17,7,2,185,0,1,0,0,0.2,0.3,9,7,30,0.0,0.49,0.1,0.16,N/a,N/a,N/a,N/a,0.0,0.0,0.00,19.5,48,71.6,166,96.8,65.0,20.0,3,1,5,1,7,10,4.86,2,0.97,0,0,1,1,1,0,1,1,96,1,10,22,65,12,11,9.1,81.8,68,239,9,3,4,6,4,73,30,3,4,2,12,5,1,4,20.0,0
Tom Cairney,SCO,Fulham,MF,34,22,2,494,1,0,3,1,0.2,1.0,14,47,29,0.18,0.0,0.04,0.17,N/a,N/a,N/a,N/a,40.0,0.36,0.20,23.3,482,90.4,1647,93.4,93.3,74.4,10,46,7,3,47,28,5.08,3,0.54,11,5,7,3,5,1,4,4,576,6,83,305,196,12,12,33.3,33.3,385,884,14,15,4,5,4,468,29,8,17,0,17,44,4,8,33.3,0
Toby Collyer,ENG,Manchester Utd,MF,21,6,0,179,0,0,0,0,0.2,0.3,0,5,2,0.0,0.0,0.09,0.13,N/a,N/a,N/a,N/a,0.0,0.0,0.00,6.2,76,82.6,121,86.0,86.5,75.0,2,3,1,0,5,5,2.5,0,0.0,12,9,6,1,2,1,1,2,129,9,46,59,25,3,2,50.0,50.0,68,56,0,0,0,11,1,71,2,2,4,0,0,17,3,1,75.0,0
Timo Werner,GER,Tottenham,"FW,MF",29,18,4,516,0,3,0,0,1.0,2.5,42,30,89,0.0,0.52,0.17,0.44,N/a,N/a,N/a,N/a,37.5,0.52,0.00,18.2,158,66.9,597,82.5,70.9,38.9,10,3,15,2,30,18,3.13,3,0.52,6,4,13,10,10,1,9,1,298,8,24,78,203,33,19,52.6,42.1,215,1062,42,24,18,14,6,227,89,3,5,5,28,18,0,1,0.0,0
Tim Iroegbunam,ENG,Everton,MF,21,16,5,566,0,1,4,0,0.2,0.2,8,14,9,0.0,0.16,0.04,0.03,N/a,N/a,N/a,N/a,0.0,0.0,0.00,22.5,109,72.7,586,73.1,84.0,68.4,3,10,1,0,14,10,1.59,1,0.16,27,13,22,8,16,4,12,15,255,21,80,122,59,12,20,40.0,40.0,121,360,8,10,2,10,18,110,9,15,11,0,1,47,9,4,69.2,0
Thiago,BRA,Brentford,FW,23,4,1,132,0,0,0,0,0.1,0.1,3,2,4,0.0,0.0,0.07,0.05,N/a,N/a,N/a,N/a,0.0,0.0,0.00,14.7,28,71.8,56,70.0,75.0,75.0,2,1,1,0,2,2,1.36,0,0.0,2,2,1,1,0,0,0,2,56,6,11,23,23,2,3,66.7,33.3,34,42,3,2,1,5,1,35,4,3,3,1,1,9,4,3,57.1,0
Tariq Lamptey,GHA,Brighton,DF,24,13,9,765,2,2,0,0,0.4,0.8,25,12,40,0.24,0.24,0.05,0.09,N/a,N/a,N/a,N/a,33.3,0.24,0.33,18.5,314,82.4,1213,93.4,80.0,51.4,5,11,5,4,12,15,1.76,3,0.35,14,10,22,15,12,5,7,6,489,25,147,208,137,9,27,33.3,55.6,267,893,25,13,2,9,4,276,40,12,10,0,24,35,1,12,7.7,0
Taiwo Awoniyi,NGA,Nott'ham Forest,FW,27,24,3,378,1,0,0,0,2.1,0.1,6,7,19,0.24,0.0,0.5,0.03,N/a,N/a,N/a,N/a,40.0,0.95,0.10,12.6,59,64.8,157,72.7,56.0,20.0,2,5,2,0,7,9,2.14,1,0.24,6,3,5,1,1,0,1,0,159,5,15,72,73,21,8,37.5,62.5,88,183,6,5,2,17,19,110,19,8,10,1,2,17,12,33,26.7,0
Séamus Coleman,IRL,Everton,DF,36,3,2,197,0,0,1,0,0.6,0.0,1,8,2,0.0,0.0,0.26,0.0,N/a,N/a,N/a,N/a,100.0,0.46,0.00,10.5,57,72.2,504,93.1,77.4,37.5,0,6,0,0,8,2,0.91,1,0.46,2,1,3,1,5,3,2,1,100,11,39,43,19,2,5,80.0,20.0,43,109,1,1,0,1,1,51,2,0,1,0,3,7,1,1,50.0,0
Tommy Doyle,ENG,Wolves,MF,23,24,3,488,0,1,1,0,0.6,0.5,6,40,4,0.0,0.18,0.1,0.09,N/a,N/a,N/a,N/a,22.2,0.37,0.00,24.5,321,81.9,2010,94.1,89.0,65.6,7,44,3,0,40,17,3.13,3,0.55,11,6,15,9,11,5,6,5,463,22,128,258,80,4,9,55.6,11.1,260,578,6,3,0,9,4,303,4,5,5,0,15,43,1,6,14.3,0
Sven Botman,NED,Newcastle Utd,DF,25,4,3,232,0,0,1,0,0.0,0.0,0,3,0,0.0,0.0,0.01,0.0,N/a,N/a,N/a,N/a,0.0,0.0,0.00,11.7,119,88.1,812,85.1,98.1,70.0,0,9,0,0,3,0,0.0,0,0.0,6,4,3,1,2,1,1,4,165,24,67,93,6,5,3,33.3,33.3,85,178,0,1,0,1,1,107,0,4,2,0,0,8,11,6,64.7,0
Solly March,ENG,Brighton,"FW,MF",30,8,1,167,0,0,2,0,0.1,0.3,4,3,21,0.0,0.0,0.04,0.15,N/a,N/a,N/a,N/a,0.0,0.0,0.00,24.3,60,63.2,229,87.2,59.3,40.0,3,3,4,4,3,7,3.77,2,1.08,6,3,8,3,3,0,3,2,118,3,12,35,71,5,4,25.0,75.0,57,128,4,2,1,3,1,67,21,2,2,3,20,7,1,2,33.3,0
Simon Adingra,CIV,Brighton,"FW,MF",23,25,9,888,2,1,0,0,2.2,1.8,35,14,115,0.2,0.1,0.22,0.18,N/a,N/a,N/a,N/a,28.0,0.71,0.08,16.2,232,74.8,696,86.6,72.9,53.8,13,5,12,5,14,38,3.85,7,0.71,21,14,21,12,11,0,11,8,457,6,59,141,262,62,46,43.5,56.5,301,934,35,17,19,33,10,316,115,10,2,2,34,38,5,3,62.5,0
Sergio Reguilón,ESP,Tottenham,DF,28,3,0,123,0,0,2,0,0.1,0.0,4,12,10,0.0,0.0,0.05,0.02,N/a,N/a,N/a,N/a,0.0,0.0,0.00,5.4,73,69.5,410,75.0,76.6,33.3,1,11,2,1,12,1,0.73,0,0.0,4,3,3,1,4,0,4,2,121,2,28,61,33,3,4,50.0,0.0,64,180,4,2,1,1,1,74,10,2,5,0,10,9,5,2,71.4,0
Sean Longstaff,ENG,Newcastle Utd,MF,27,24,8,797,0,0,2,0,0.6,0.2,4,40,22,0.0,0.0,0.07,0.02,N/a,N/a,N/a,N/a,16.7,0.11,0.00,13.5,294,84.5,1171,87.0,92.5,68.2,4,26,1,0,40,14,1.58,2,0.23,27,16,27,9,17,5,12,7,433,23,122,193,121,21,7,28.6,57.1,248,429,4,10,2,9,7,308,22,9,6,0,5,31,7,7,50.0,0
Santiago Bueno,URU,Wolves,DF,26,27,18,1678,0,0,2,0,0.4,0.0,1,28,1,0.0,0.0,0.02,0.0,N/a,N/a,N/a,N/a,50.0,0.16,0.00,14.0,730,88.2,4144,92.4,94.0,56.7,0,24,2,0,28,12,0.64,4,0.21,40,21,22,5,35,20,15,15,1008,168,510,480,21,6,4,0.0,100.0,547,1429,1,2,0,2,2,650,1,26,5,0,0,43,34,31,52.3,0
Sammie Szmodics,IRL,Ipswich Town,"FW,MF",29,19,13,979,4,0,2,0,3.4,0.2,16,18,46,0.37,0.0,0.31,0.02,N/a,N/a,N/a,N/a,57.1,1.1,0.19,14.0,144,74.2,702,87.0,84.4,51.7,4,10,4,1,18,9,0.83,0,0.0,15,9,23,17,10,2,8,6,309,17,80,119,116,33,12,33.3,50.0,174,399,16,8,7,24,17,189,46,9,8,8,13,41,6,11,35.3,0
Sam Johnstone,ENG,Wolves,GK,32,7,7,630,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,2.43,61.5,0.0,0.0,N/a,0.0,N/a,N/a,184,66.2,4270,96.9,97.6,45.0,1,6,0,0,0,2,0.29,0,0.0,0,0,1,1,0,0,0,0,306,229,304,2,0,0,0,N/a,N/a,196,756,0,0,0,0,0,179,0,0,0,0,0,9,4,0,100.0,0
Ryan Sessegnon,ENG,Fulham,"FW,DF",24,12,5,414,4,2,0,0,1.5,0.8,11,14,46,0.87,0.43,0.34,0.18,N/a,N/a,N/a,N/a,53.8,1.52,0.31,12.6,108,74.5,425,84.7,68.3,50.0,9,7,3,1,14,15,3.25,3,0.65,18,9,12,7,8,0,8,2,230,10,51,79,105,35,13,38.5,53.8,116,382,11,8,8,13,6,134,46,14,4,1,13,20,7,9,43.8,0
Stefan Ortega,GER,Manchester City,GK,32,13,12,1100,0,0,1,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.47,68.0,25.0,0.0,N/a,0.0,N/a,N/a,373,81.3,5597,97.1,96.9,51.3,0,6,0,0,0,0,0.0,0,0.0,0,0,1,1,0,0,0,0,492,383,489,3,0,0,0,N/a,N/a,323,864,0,0,0,0,0,309,0,1,2,0,0,8,2,0,100.0,0
Tosin Adarabioyo,ENG,Chelsea,DF,27,20,13,1229,1,1,3,0,0.9,0.2,5,37,1,0.07,0.07,0.07,0.02,N/a,N/a,N/a,N/a,16.7,0.15,0.08,12.5,988,91.4,6479,95.7,94.9,61.1,1,53,1,0,37,12,0.88,1,0.07,14,10,12,4,9,7,2,10,1198,160,570,603,26,13,5,80.0,0.0,713,1690,5,2,0,3,0,916,1,8,6,1,0,34,36,26,58.1,0
Trevoh Chalobah,ENG,Crystal Palace,DF,25,12,12,1060,3,0,1,0,1.2,0.4,11,34,6,0.25,0.0,0.1,0.03,N/a,N/a,N/a,N/a,36.4,0.34,0.27,15.1,349,79.0,2195,88.7,85.2,51.2,4,27,2,1,34,11,0.93,0,0.0,20,16,23,11,19,9,10,19,594,66,275,276,51,14,10,60.0,20.0,278,661,11,9,1,4,7,317,6,10,15,1,7,56,22,19,53.7,0
Trevoh Chalobah,ENG,Chelsea,DF,25,11,9,746,0,1,1,0,0.7,1.2,4,34,2,0.0,0.12,0.09,0.14,N/a,N/a,N/a,N/a,33.3,0.24,0.00,10.8,533,90.2,2889,94.8,94.8,56.7,3,37,3,0,34,12,1.45,3,0.36,7,4,6,1,4,2,2,7,668,55,279,340,54,11,3,33.3,0.0,373,696,4,2,0,3,2,501,2,6,5,0,3,25,22,10,68.8,0
Álex Moreno,ESP,Nott'ham Forest,"DF,MF",31,15,11,955,0,1,2,0,0.2,1.3,26,34,34,0.0,0.09,0.02,0.12,N/a,N/a,N/a,N/a,0.0,0.0,0.00,23.7,308,72.0,1911,87.6,64.2,35.0,8,25,9,2,34,16,1.51,2,0.19,25,18,39,24,11,5,6,15,559,60,210,202,158,8,21,38.1,38.1,229,864,26,16,4,13,6,258,34,12,6,0,19,50,3,11,21.4,0
Yves Bissouma,MLI,Tottenham,MF,28,24,15,1210,2,0,7,0,0.6,0.3,15,71,3,0.15,0.0,0.04,0.02,N/a,N/a,N/a,N/a,40.0,0.3,0.20,23.2,693,89.4,2727,92.9,93.4,63.2,6,57,10,1,71,15,1.12,0,0.0,44,28,32,15,7,4,3,14,938,58,261,535,148,5,21,33.3,66.7,564,1513,15,17,0,22,13,657,3,22,18,0,2,71,4,7,36.4,0
Yerson Mosquera,COL,Wolves,DF,23,5,5,441,0,0,2,0,0.3,0.1,0,7,0,0.0,0.0,0.07,0.02,N/a,N/a,N/a,N/a,0.0,0.0,0.00,12.4,205,85.4,1184,90.4,93.5,62.9,2,16,1,1,7,5,1.02,0,0.0,11,7,14,5,13,10,3,10,294,43,170,115,12,7,0,N/a,N/a,168,322,0,1,0,4,1,182,0,6,7,1,2,24,11,6,64.7,0
Yehor Yarmoliuk,UKR,Brentford,MF,21,26,10,1039,0,0,4,0,0.6,0.3,12,45,42,0.0,0.0,0.05,0.02,N/a,N/a,N/a,N/a,22.2,0.17,0.00,15.9,471,86.1,1903,87.3,88.8,84.7,6,56,6,3,45,18,1.56,2,0.17,34,22,43,22,23,6,17,9,703,45,195,359,164,14,20,45.0,45.0,365,605,12,14,2,23,16,434,42,11,8,2,13,83,7,5,58.3,0
Woyo Coulibaly,FRA,Leicester City,DF,25,4,1,109,0,0,1,0,0.0,0.0,4,3,2,0.0,0.0,0.04,0.0,N/a,N/a,N/a,N/a,50.0,0.83,0.00,19.4,48,84.2,314,82.4,84.2,100.0,0,3,0,0,3,0,0.0,0,0.0,6,4,2,0,3,1,2,5,76,8,27,31,20,4,1,0.0,100.0,48,169,4,2,1,4,0,36,2,2,1,0,0,14,0,3,0.0,0
